[1 ]  #SUP: 0.1218460117374887
[64 80 82 102 ]  #SUP: 0.006508462343937123
[64 80 82 102 137 ]  #SUP: 0.004835590452673894
[64 80 82 137 ]  #SUP: 0.004835590452673894
[64 80 100 ]  #SUP: 0.005404197034711726
[64 80 100 101 ]  #SUP: 0.00452586675161909
[64 80 100 101 102 ]  #SUP: 0.00452586675161909
[64 80 100 101 102 103 ]  #SUP: 0.00452586675161909
[64 80 100 101 102 104 ]  #SUP: 0.00452586675161909
[64 80 100 101 102 105 ]  #SUP: 0.00452586675161909
[64 80 100 101 103 ]  #SUP: 0.00452586675161909
[64 80 100 101 103 104 ]  #SUP: 0.00452586675161909
[64 80 100 101 103 105 ]  #SUP: 0.00452586675161909
[64 80 100 101 104 ]  #SUP: 0.00452586675161909
[64 80 100 101 104 105 ]  #SUP: 0.00452586675161909
[64 80 100 101 105 ]  #SUP: 0.00452586675161909
[64 80 100 102 ]  #SUP: 0.004669333662644977
[64 80 100 102 103 ]  #SUP: 0.004594859761466181
[64 80 100 102 103 104 ]  #SUP: 0.004594859761466181
[64 80 100 102 103 105 ]  #SUP: 0.004594859761466181
[64 80 100 102 104 ]  #SUP: 0.004594859761466181
[64 80 100 102 104 105 ]  #SUP: 0.004594859761466181
[64 80 100 102 105 ]  #SUP: 0.004594859761466181
[64 80 100 103 ]  #SUP: 0.004594859761466181
[64 80 100 103 104 ]  #SUP: 0.004594859761466181
[64 80 100 103 104 105 ]  #SUP: 0.004594859761466181
[64 80 100 103 105 ]  #SUP: 0.004594859761466181
[64 80 100 104 ]  #SUP: 0.004594859761466181
[64 80 100 104 105 ]  #SUP: 0.004594859761466181
[64 80 100 105 ]  #SUP: 0.004594859761466181
[64 80 94 ]  #SUP: 0.013728077090967197
[64 80 94 95 ]  #SUP: 0.005416807606598617
[64 80 94 95 96 ]  #SUP: 0.004616263037196491
[64 80 94 95 96 102 ]  #SUP: 0.004616263037196491
[64 80 94 95 102 ]  #SUP: 0.004616263037196491
[64 80 94 102 ]  #SUP: 0.007351181182184012
[64 80 94 96 ]  #SUP: 0.004616263037196491
[64 80 94 96 102 ]  #SUP: 0.004616263037196491
[64 80 95 ]  #SUP: 0.005416807606598617
[64 80 95 96 ]  #SUP: 0.004616263037196491
[64 80 95 96 102 ]  #SUP: 0.004616263037196491
[64 80 95 102 ]  #SUP: 0.004616263037196491
[64 80 102 ]  #SUP: 0.017396215334355033
[64 80 102 103 ]  #SUP: 0.004594859761466181
[64 80 102 103 104 ]  #SUP: 0.004594859761466181
[64 80 102 103 104 105 ]  #SUP: 0.004594859761466181
[64 80 102 103 105 ]  #SUP: 0.004594859761466181
[64 80 102 104 ]  #SUP: 0.004594859761466181
[64 80 102 104 105 ]  #SUP: 0.004594859761466181
[64 80 102 105 ]  #SUP: 0.004594859761466181
[64 80 102 137 ]  #SUP: 0.004835590452673894
[64 80 83 ]  #SUP: 0.010122040627061889
[64 80 83 84 ]  #SUP: 0.010122040627061889
[64 80 83 84 89 ]  #SUP: 0.004665967880937972
[64 80 83 84 89 98 ]  #SUP: 0.004591519785974355
[64 80 83 84 98 ]  #SUP: 0.004591519785974355
[64 80 83 84 102 ]  #SUP: 0.005619398913325382
[64 80 83 84 102 137 ]  #SUP: 0.004835590452673894
[64 80 83 84 137 ]  #SUP: 0.004835590452673894
[64 80 83 89 ]  #SUP: 0.004665967880937972
[64 80 83 89 98 ]  #SUP: 0.004591519785974355
[64 80 83 98 ]  #SUP: 0.004591519785974355
[64 80 83 102 ]  #SUP: 0.005619398913325382
[64 80 83 102 137 ]  #SUP: 0.004835590452673894
[64 80 83 137 ]  #SUP: 0.004835590452673894
[64 80 89 ]  #SUP: 0.007326437930961874
[64 80 89 98 ]  #SUP: 0.004591519785974355
[64 80 98 ]  #SUP: 0.004591519785974355
[64 80 101 ]  #SUP: 0.00452586675161909
[64 80 101 102 ]  #SUP: 0.00452586675161909
[64 80 101 102 103 ]  #SUP: 0.00452586675161909
[64 80 101 102 103 104 ]  #SUP: 0.00452586675161909
[64 80 101 102 103 105 ]  #SUP: 0.00452586675161909
[64 80 101 102 104 ]  #SUP: 0.00452586675161909
[64 80 101 102 104 105 ]  #SUP: 0.00452586675161909
[64 80 101 102 105 ]  #SUP: 0.00452586675161909
[64 80 101 103 ]  #SUP: 0.00452586675161909
[64 80 101 103 104 ]  #SUP: 0.00452586675161909
[64 80 101 103 104 105 ]  #SUP: 0.00452586675161909
[64 80 101 103 105 ]  #SUP: 0.00452586675161909
[64 80 101 104 ]  #SUP: 0.00452586675161909
[64 80 101 104 105 ]  #SUP: 0.00452586675161909
[64 80 101 105 ]  #SUP: 0.00452586675161909
[64 80 103 ]  #SUP: 0.004594859761466181
[64 80 103 104 ]  #SUP: 0.004594859761466181
[64 80 103 104 105 ]  #SUP: 0.004594859761466181
[64 80 103 105 ]  #SUP: 0.004594859761466181
[64 80 104 ]  #SUP: 0.004594859761466181
[64 80 104 105 ]  #SUP: 0.004594859761466181
[64 80 105 ]  #SUP: 0.004594859761466181
[64 80 96 ]  #SUP: 0.004616263037196491
[64 80 96 102 ]  #SUP: 0.004616263037196491
[64 80 91 ]  #SUP: 0.00563197146984582
[64 80 91 94 ]  #SUP: 0.00563197146984582
[64 80 137 ]  #SUP: 0.004835590452673894
[64 82 ]  #SUP: 0.010928980312433115
[64 82 84 ]  #SUP: 0.010928980312433115
[64 82 84 102 ]  #SUP: 0.006498869673091368
[64 82 84 102 137 ]  #SUP: 0.004835590452673894
[64 82 84 137 ]  #SUP: 0.004835590452673894
[64 82 83 ]  #SUP: 0.00647308721580328
[64 82 83 84 ]  #SUP: 0.00647308721580328
[64 82 83 84 102 ]  #SUP: 0.005619398913325382
[64 82 83 84 102 137 ]  #SUP: 0.004835590452673894
[64 82 83 84 137 ]  #SUP: 0.004835590452673894
[64 82 83 102 ]  #SUP: 0.005619398913325382
[64 82 83 102 137 ]  #SUP: 0.004835590452673894
[64 82 83 137 ]  #SUP: 0.004835590452673894
[64 82 102 ]  #SUP: 0.006508462343937123
[64 82 102 137 ]  #SUP: 0.004835590452673894
[64 82 137 ]  #SUP: 0.004835590452673894
[64 84 ]  #SUP: 0.029142046114089316
[64 84 94 ]  #SUP: 0.013728077090967197
[64 84 94 95 ]  #SUP: 0.005416807606598617
[64 84 94 95 96 ]  #SUP: 0.004616263037196491
[64 84 94 95 96 102 ]  #SUP: 0.004616263037196491
[64 84 94 95 102 ]  #SUP: 0.004616263037196491
[64 84 94 102 ]  #SUP: 0.007351181182184012
[64 84 94 96 ]  #SUP: 0.004616263037196491
[64 84 94 96 102 ]  #SUP: 0.004616263037196491
[64 84 95 ]  #SUP: 0.005416807606598617
[64 84 95 96 ]  #SUP: 0.004616263037196491
[64 84 95 96 102 ]  #SUP: 0.004616263037196491
[64 84 95 102 ]  #SUP: 0.004616263037196491
[64 84 102 ]  #SUP: 0.012881702023271548
[64 84 102 137 ]  #SUP: 0.004835590452673894
[64 84 89 ]  #SUP: 0.007326437930961874
[64 84 89 98 ]  #SUP: 0.004591519785974355
[64 84 98 ]  #SUP: 0.004591519785974355
[64 84 96 ]  #SUP: 0.004616263037196491
[64 84 96 102 ]  #SUP: 0.004616263037196491
[64 84 91 ]  #SUP: 0.00563197146984582
[64 84 91 94 ]  #SUP: 0.00563197146984582
[64 84 137 ]  #SUP: 0.004835590452673894
[64 68 ]  #SUP: 0.026270966692337402
[64 68 77 ]  #SUP: 0.010802594308329885
[64 68 77 80 ]  #SUP: 0.010802594308329885
[64 68 77 80 83 ]  #SUP: 0.004591519785974355
[64 68 77 80 83 84 ]  #SUP: 0.004591519785974355
[64 68 77 80 83 89 ]  #SUP: 0.004591519785974355
[64 68 77 80 83 98 ]  #SUP: 0.004591519785974355
[64 68 77 80 84 ]  #SUP: 0.004591519785974355
[64 68 77 80 84 89 ]  #SUP: 0.004591519785974355
[64 68 77 80 84 98 ]  #SUP: 0.004591519785974355
[64 68 77 80 89 ]  #SUP: 0.004591519785974355
[64 68 77 80 89 98 ]  #SUP: 0.004591519785974355
[64 68 77 80 98 ]  #SUP: 0.004591519785974355
[64 68 77 83 ]  #SUP: 0.004591519785974355
[64 68 77 83 84 ]  #SUP: 0.004591519785974355
[64 68 77 83 84 89 ]  #SUP: 0.004591519785974355
[64 68 77 83 84 98 ]  #SUP: 0.004591519785974355
[64 68 77 83 89 ]  #SUP: 0.004591519785974355
[64 68 77 83 89 98 ]  #SUP: 0.004591519785974355
[64 68 77 83 98 ]  #SUP: 0.004591519785974355
[64 68 77 84 ]  #SUP: 0.004591519785974355
[64 68 77 84 89 ]  #SUP: 0.004591519785974355
[64 68 77 84 89 98 ]  #SUP: 0.004591519785974355
[64 68 77 84 98 ]  #SUP: 0.004591519785974355
[64 68 77 89 ]  #SUP: 0.004591519785974355
[64 68 77 89 98 ]  #SUP: 0.004591519785974355
[64 68 77 98 ]  #SUP: 0.004591519785974355
[64 68 80 ]  #SUP: 0.021757630928167564
[64 68 80 83 ]  #SUP: 0.010122040627061889
[64 68 80 83 84 ]  #SUP: 0.010122040627061889
[64 68 80 83 84 89 ]  #SUP: 0.004665967880937972
[64 68 80 83 84 98 ]  #SUP: 0.004591519785974355
[64 68 80 83 84 102 ]  #SUP: 0.005619398913325382
[64 68 80 83 84 137 ]  #SUP: 0.004835590452673894
[64 68 80 83 89 ]  #SUP: 0.004665967880937972
[64 68 80 83 89 98 ]  #SUP: 0.004591519785974355
[64 68 80 83 98 ]  #SUP: 0.004591519785974355
[64 68 80 83 102 ]  #SUP: 0.005619398913325382
[64 68 80 83 102 137 ]  #SUP: 0.004835590452673894
[64 68 80 83 137 ]  #SUP: 0.004835590452673894
[64 68 80 84 ]  #SUP: 0.010122040627061889
[64 68 80 84 89 ]  #SUP: 0.004665967880937972
[64 68 80 84 89 98 ]  #SUP: 0.004591519785974355
[64 68 80 84 98 ]  #SUP: 0.004591519785974355
[64 68 80 84 102 ]  #SUP: 0.006650261763613912
[64 68 80 84 102 137 ]  #SUP: 0.004835590452673894
[64 68 80 84 137 ]  #SUP: 0.004835590452673894
[64 68 80 100 ]  #SUP: 0.005404197034711726
[64 68 80 100 101 ]  #SUP: 0.00452586675161909
[64 68 80 100 101 102 ]  #SUP: 0.00452586675161909
[64 68 80 100 101 103 ]  #SUP: 0.00452586675161909
[64 68 80 100 101 104 ]  #SUP: 0.00452586675161909
[64 68 80 100 101 105 ]  #SUP: 0.00452586675161909
[64 68 80 100 102 ]  #SUP: 0.004669333662644977
[64 68 80 100 102 103 ]  #SUP: 0.004594859761466181
[64 68 80 100 102 104 ]  #SUP: 0.004594859761466181
[64 68 80 100 102 105 ]  #SUP: 0.004594859761466181
[64 68 80 100 103 ]  #SUP: 0.004594859761466181
[64 68 80 100 103 104 ]  #SUP: 0.004594859761466181
[64 68 80 100 103 105 ]  #SUP: 0.004594859761466181
[64 68 80 100 104 ]  #SUP: 0.004594859761466181
[64 68 80 100 104 105 ]  #SUP: 0.004594859761466181
[64 68 80 100 105 ]  #SUP: 0.004594859761466181
[64 68 80 102 ]  #SUP: 0.010148294183445813
[64 68 80 102 103 ]  #SUP: 0.004594859761466181
[64 68 80 102 103 104 ]  #SUP: 0.004594859761466181
[64 68 80 102 103 105 ]  #SUP: 0.004594859761466181
[64 68 80 102 104 ]  #SUP: 0.004594859761466181
[64 68 80 102 104 105 ]  #SUP: 0.004594859761466181
[64 68 80 102 105 ]  #SUP: 0.004594859761466181
[64 68 80 102 137 ]  #SUP: 0.004835590452673894
[64 68 80 89 ]  #SUP: 0.004665967880937972
[64 68 80 89 98 ]  #SUP: 0.004591519785974355
[64 68 80 98 ]  #SUP: 0.004591519785974355
[64 68 80 101 ]  #SUP: 0.00452586675161909
[64 68 80 101 102 ]  #SUP: 0.00452586675161909
[64 68 80 101 102 103 ]  #SUP: 0.00452586675161909
[64 68 80 101 102 104 ]  #SUP: 0.00452586675161909
[64 68 80 101 102 105 ]  #SUP: 0.00452586675161909
[64 68 80 101 103 ]  #SUP: 0.00452586675161909
[64 68 80 101 103 104 ]  #SUP: 0.00452586675161909
[64 68 80 101 103 105 ]  #SUP: 0.00452586675161909
[64 68 80 101 104 ]  #SUP: 0.00452586675161909
[64 68 80 101 104 105 ]  #SUP: 0.00452586675161909
[64 68 80 101 105 ]  #SUP: 0.00452586675161909
[64 68 80 103 ]  #SUP: 0.004594859761466181
[64 68 80 103 104 ]  #SUP: 0.004594859761466181
[64 68 80 103 104 105 ]  #SUP: 0.004594859761466181
[64 68 80 103 105 ]  #SUP: 0.004594859761466181
[64 68 80 104 ]  #SUP: 0.004594859761466181
[64 68 80 104 105 ]  #SUP: 0.004594859761466181
[64 68 80 105 ]  #SUP: 0.004594859761466181
[64 68 80 82 ]  #SUP: 0.00574295755400111
[64 68 80 82 83 ]  #SUP: 0.00574295755400111
[64 68 80 82 83 84 ]  #SUP: 0.00574295755400111
[64 68 80 82 83 84 102 ]  #SUP: 0.005619398913325382
[64 68 80 82 83 102 ]  #SUP: 0.005619398913325382
[64 68 80 82 83 137 ]  #SUP: 0.004835590452673894
[64 68 80 82 84 ]  #SUP: 0.00574295755400111
[64 68 80 82 84 102 ]  #SUP: 0.00574295755400111
[64 68 80 82 84 137 ]  #SUP: 0.004835590452673894
[64 68 80 82 102 ]  #SUP: 0.00574295755400111
[64 68 80 82 102 137 ]  #SUP: 0.004835590452673894
[64 68 80 82 137 ]  #SUP: 0.004835590452673894
[64 68 80 137 ]  #SUP: 0.004835590452673894
[64 68 70 ]  #SUP: 0.005404197034711726
[64 68 70 80 ]  #SUP: 0.005404197034711726
[64 68 70 80 100 ]  #SUP: 0.005404197034711726
[64 68 70 80 100 101 ]  #SUP: 0.00452586675161909
[64 68 70 80 100 102 ]  #SUP: 0.004594859761466181
[64 68 70 80 100 103 ]  #SUP: 0.004594859761466181
[64 68 70 80 100 104 ]  #SUP: 0.004594859761466181
[64 68 70 80 100 105 ]  #SUP: 0.004594859761466181
[64 68 70 80 101 ]  #SUP: 0.00452586675161909
[64 68 70 80 101 102 ]  #SUP: 0.00452586675161909
[64 68 70 80 101 103 ]  #SUP: 0.00452586675161909
[64 68 70 80 101 104 ]  #SUP: 0.00452586675161909
[64 68 70 80 101 105 ]  #SUP: 0.00452586675161909
[64 68 70 80 102 ]  #SUP: 0.004594859761466181
[64 68 70 80 102 103 ]  #SUP: 0.004594859761466181
[64 68 70 80 102 104 ]  #SUP: 0.004594859761466181
[64 68 70 80 102 105 ]  #SUP: 0.004594859761466181
[64 68 70 80 103 ]  #SUP: 0.004594859761466181
[64 68 70 80 103 104 ]  #SUP: 0.004594859761466181
[64 68 70 80 103 105 ]  #SUP: 0.004594859761466181
[64 68 70 80 104 ]  #SUP: 0.004594859761466181
[64 68 70 80 104 105 ]  #SUP: 0.004594859761466181
[64 68 70 80 105 ]  #SUP: 0.004594859761466181
[64 68 70 100 ]  #SUP: 0.005404197034711726
[64 68 70 100 101 ]  #SUP: 0.00452586675161909
[64 68 70 100 101 102 ]  #SUP: 0.00452586675161909
[64 68 70 100 101 103 ]  #SUP: 0.00452586675161909
[64 68 70 100 101 104 ]  #SUP: 0.00452586675161909
[64 68 70 100 101 105 ]  #SUP: 0.00452586675161909
[64 68 70 100 102 ]  #SUP: 0.004594859761466181
[64 68 70 100 102 103 ]  #SUP: 0.004594859761466181
[64 68 70 100 102 104 ]  #SUP: 0.004594859761466181
[64 68 70 100 102 105 ]  #SUP: 0.004594859761466181
[64 68 70 100 103 ]  #SUP: 0.004594859761466181
[64 68 70 100 103 104 ]  #SUP: 0.004594859761466181
[64 68 70 100 103 105 ]  #SUP: 0.004594859761466181
[64 68 70 100 104 ]  #SUP: 0.004594859761466181
[64 68 70 100 104 105 ]  #SUP: 0.004594859761466181
[64 68 70 100 105 ]  #SUP: 0.004594859761466181
[64 68 70 101 ]  #SUP: 0.00452586675161909
[64 68 70 101 102 ]  #SUP: 0.00452586675161909
[64 68 70 101 102 103 ]  #SUP: 0.00452586675161909
[64 68 70 101 102 104 ]  #SUP: 0.00452586675161909
[64 68 70 101 102 105 ]  #SUP: 0.00452586675161909
[64 68 70 101 103 ]  #SUP: 0.00452586675161909
[64 68 70 101 103 104 ]  #SUP: 0.00452586675161909
[64 68 70 101 103 105 ]  #SUP: 0.00452586675161909
[64 68 70 101 104 ]  #SUP: 0.00452586675161909
[64 68 70 101 104 105 ]  #SUP: 0.00452586675161909
[64 68 70 101 105 ]  #SUP: 0.00452586675161909
[64 68 70 102 ]  #SUP: 0.004594859761466181
[64 68 70 102 103 ]  #SUP: 0.004594859761466181
[64 68 70 102 103 104 ]  #SUP: 0.004594859761466181
[64 68 70 102 103 105 ]  #SUP: 0.004594859761466181
[64 68 70 102 104 ]  #SUP: 0.004594859761466181
[64 68 70 102 104 105 ]  #SUP: 0.004594859761466181
[64 68 70 102 105 ]  #SUP: 0.004594859761466181
[64 68 70 103 ]  #SUP: 0.004594859761466181
[64 68 70 103 104 ]  #SUP: 0.004594859761466181
[64 68 70 103 104 105 ]  #SUP: 0.004594859761466181
[64 68 70 103 105 ]  #SUP: 0.004594859761466181
[64 68 70 104 ]  #SUP: 0.004594859761466181
[64 68 70 104 105 ]  #SUP: 0.004594859761466181
[64 68 70 105 ]  #SUP: 0.004594859761466181
[64 68 100 ]  #SUP: 0.005404197034711726
[64 68 100 101 ]  #SUP: 0.00452586675161909
[64 68 100 101 102 ]  #SUP: 0.00452586675161909
[64 68 100 101 102 103 ]  #SUP: 0.00452586675161909
[64 68 100 101 102 104 ]  #SUP: 0.00452586675161909
[64 68 100 101 102 105 ]  #SUP: 0.00452586675161909
[64 68 100 101 103 ]  #SUP: 0.00452586675161909
[64 68 100 101 103 104 ]  #SUP: 0.00452586675161909
[64 68 100 101 103 105 ]  #SUP: 0.00452586675161909
[64 68 100 101 104 ]  #SUP: 0.00452586675161909
[64 68 100 101 104 105 ]  #SUP: 0.00452586675161909
[64 68 100 101 105 ]  #SUP: 0.00452586675161909
[64 68 100 102 ]  #SUP: 0.004669333662644977
[64 68 100 102 103 ]  #SUP: 0.004594859761466181
[64 68 100 102 103 104 ]  #SUP: 0.004594859761466181
[64 68 100 102 103 105 ]  #SUP: 0.004594859761466181
[64 68 100 102 104 ]  #SUP: 0.004594859761466181
[64 68 100 102 104 105 ]  #SUP: 0.004594859761466181
[64 68 100 102 105 ]  #SUP: 0.004594859761466181
[64 68 100 103 ]  #SUP: 0.004594859761466181
[64 68 100 103 104 ]  #SUP: 0.004594859761466181
[64 68 100 103 104 105 ]  #SUP: 0.004594859761466181
[64 68 100 103 105 ]  #SUP: 0.004594859761466181
[64 68 100 104 ]  #SUP: 0.004594859761466181
[64 68 100 104 105 ]  #SUP: 0.004594859761466181
[64 68 100 105 ]  #SUP: 0.004594859761466181
[64 68 83 ]  #SUP: 0.010122040627061889
[64 68 83 84 ]  #SUP: 0.010122040627061889
[64 68 83 84 89 ]  #SUP: 0.004665967880937972
[64 68 83 84 89 98 ]  #SUP: 0.004591519785974355
[64 68 83 84 98 ]  #SUP: 0.004591519785974355
[64 68 83 84 102 ]  #SUP: 0.005619398913325382
[64 68 83 84 102 137 ]  #SUP: 0.004835590452673894
[64 68 83 84 137 ]  #SUP: 0.004835590452673894
[64 68 83 89 ]  #SUP: 0.004665967880937972
[64 68 83 89 98 ]  #SUP: 0.004591519785974355
[64 68 83 98 ]  #SUP: 0.004591519785974355
[64 68 83 102 ]  #SUP: 0.005619398913325382
[64 68 83 102 137 ]  #SUP: 0.004835590452673894
[64 68 83 137 ]  #SUP: 0.004835590452673894
[64 68 84 ]  #SUP: 0.010122040627061889
[64 68 84 89 ]  #SUP: 0.004665967880937972
[64 68 84 89 98 ]  #SUP: 0.004591519785974355
[64 68 84 98 ]  #SUP: 0.004591519785974355
[64 68 84 102 ]  #SUP: 0.006650261763613912
[64 68 84 102 137 ]  #SUP: 0.004835590452673894
[64 68 84 137 ]  #SUP: 0.004835590452673894
[64 68 102 ]  #SUP: 0.010148294183445813
[64 68 102 103 ]  #SUP: 0.004594859761466181
[64 68 102 103 104 ]  #SUP: 0.004594859761466181
[64 68 102 103 104 105 ]  #SUP: 0.004594859761466181
[64 68 102 103 105 ]  #SUP: 0.004594859761466181
[64 68 102 104 ]  #SUP: 0.004594859761466181
[64 68 102 104 105 ]  #SUP: 0.004594859761466181
[64 68 102 105 ]  #SUP: 0.004594859761466181
[64 68 102 137 ]  #SUP: 0.004835590452673894
[64 68 89 ]  #SUP: 0.004665967880937972
[64 68 89 98 ]  #SUP: 0.004591519785974355
[64 68 98 ]  #SUP: 0.004591519785974355
[64 68 101 ]  #SUP: 0.00452586675161909
[64 68 101 102 ]  #SUP: 0.00452586675161909
[64 68 101 102 103 ]  #SUP: 0.00452586675161909
[64 68 101 102 103 104 ]  #SUP: 0.00452586675161909
[64 68 101 102 103 105 ]  #SUP: 0.00452586675161909
[64 68 101 102 104 ]  #SUP: 0.00452586675161909
[64 68 101 102 104 105 ]  #SUP: 0.00452586675161909
[64 68 101 102 105 ]  #SUP: 0.00452586675161909
[64 68 101 103 ]  #SUP: 0.00452586675161909
[64 68 101 103 104 ]  #SUP: 0.00452586675161909
[64 68 101 103 104 105 ]  #SUP: 0.00452586675161909
[64 68 101 103 105 ]  #SUP: 0.00452586675161909
[64 68 101 104 ]  #SUP: 0.00452586675161909
[64 68 101 104 105 ]  #SUP: 0.00452586675161909
[64 68 101 105 ]  #SUP: 0.00452586675161909
[64 68 103 ]  #SUP: 0.004594859761466181
[64 68 103 104 ]  #SUP: 0.004594859761466181
[64 68 103 104 105 ]  #SUP: 0.004594859761466181
[64 68 103 105 ]  #SUP: 0.004594859761466181
[64 68 104 ]  #SUP: 0.004594859761466181
[64 68 104 105 ]  #SUP: 0.004594859761466181
[64 68 105 ]  #SUP: 0.004594859761466181
[64 68 82 ]  #SUP: 0.00574295755400111
[64 68 82 83 ]  #SUP: 0.00574295755400111
[64 68 82 83 84 ]  #SUP: 0.00574295755400111
[64 68 82 83 84 102 ]  #SUP: 0.005619398913325382
[64 68 82 83 84 137 ]  #SUP: 0.004835590452673894
[64 68 82 83 102 ]  #SUP: 0.005619398913325382
[64 68 82 83 102 137 ]  #SUP: 0.004835590452673894
[64 68 82 83 137 ]  #SUP: 0.004835590452673894
[64 68 82 84 ]  #SUP: 0.00574295755400111
[64 68 82 84 102 ]  #SUP: 0.00574295755400111
[64 68 82 84 102 137 ]  #SUP: 0.004835590452673894
[64 68 82 84 137 ]  #SUP: 0.004835590452673894
[64 68 82 102 ]  #SUP: 0.00574295755400111
[64 68 82 102 137 ]  #SUP: 0.004835590452673894
[64 68 82 137 ]  #SUP: 0.004835590452673894
[64 68 137 ]  #SUP: 0.004835590452673894
[64 77 ]  #SUP: 0.010802594308329885
[64 77 80 ]  #SUP: 0.010802594308329885
[64 77 80 83 ]  #SUP: 0.004591519785974355
[64 77 80 83 84 ]  #SUP: 0.004591519785974355
[64 77 80 83 84 89 ]  #SUP: 0.004591519785974355
[64 77 80 83 84 98 ]  #SUP: 0.004591519785974355
[64 77 80 83 89 ]  #SUP: 0.004591519785974355
[64 77 80 83 89 98 ]  #SUP: 0.004591519785974355
[64 77 80 83 98 ]  #SUP: 0.004591519785974355
[64 77 80 84 ]  #SUP: 0.004591519785974355
[64 77 80 84 89 ]  #SUP: 0.004591519785974355
[64 77 80 84 89 98 ]  #SUP: 0.004591519785974355
[64 77 80 84 98 ]  #SUP: 0.004591519785974355
[64 77 80 89 ]  #SUP: 0.004591519785974355
[64 77 80 89 98 ]  #SUP: 0.004591519785974355
[64 77 80 98 ]  #SUP: 0.004591519785974355
[64 77 83 ]  #SUP: 0.004591519785974355
[64 77 83 84 ]  #SUP: 0.004591519785974355
[64 77 83 84 89 ]  #SUP: 0.004591519785974355
[64 77 83 84 89 98 ]  #SUP: 0.004591519785974355
[64 77 83 84 98 ]  #SUP: 0.004591519785974355
[64 77 83 89 ]  #SUP: 0.004591519785974355
[64 77 83 89 98 ]  #SUP: 0.004591519785974355
[64 77 83 98 ]  #SUP: 0.004591519785974355
[64 77 84 ]  #SUP: 0.004591519785974355
[64 77 84 89 ]  #SUP: 0.004591519785974355
[64 77 84 89 98 ]  #SUP: 0.004591519785974355
[64 77 84 98 ]  #SUP: 0.004591519785974355
[64 77 89 ]  #SUP: 0.004591519785974355
[64 77 89 98 ]  #SUP: 0.004591519785974355
[64 77 98 ]  #SUP: 0.004591519785974355
[64 70 ]  #SUP: 0.005404197034711726
[64 70 80 ]  #SUP: 0.005404197034711726
[64 70 80 100 ]  #SUP: 0.005404197034711726
[64 70 80 100 101 ]  #SUP: 0.00452586675161909
[64 70 80 100 101 102 ]  #SUP: 0.00452586675161909
[64 70 80 100 101 103 ]  #SUP: 0.00452586675161909
[64 70 80 100 101 104 ]  #SUP: 0.00452586675161909
[64 70 80 100 101 105 ]  #SUP: 0.00452586675161909
[64 70 80 100 102 ]  #SUP: 0.004594859761466181
[64 70 80 100 102 103 ]  #SUP: 0.004594859761466181
[64 70 80 100 102 104 ]  #SUP: 0.004594859761466181
[64 70 80 100 102 105 ]  #SUP: 0.004594859761466181
[64 70 80 100 103 ]  #SUP: 0.004594859761466181
[64 70 80 100 103 104 ]  #SUP: 0.004594859761466181
[64 70 80 100 103 105 ]  #SUP: 0.004594859761466181
[64 70 80 100 104 ]  #SUP: 0.004594859761466181
[64 70 80 100 104 105 ]  #SUP: 0.004594859761466181
[64 70 80 100 105 ]  #SUP: 0.004594859761466181
[64 70 80 101 ]  #SUP: 0.00452586675161909
[64 70 80 101 102 ]  #SUP: 0.00452586675161909
[64 70 80 101 102 103 ]  #SUP: 0.00452586675161909
[64 70 80 101 102 104 ]  #SUP: 0.00452586675161909
[64 70 80 101 102 105 ]  #SUP: 0.00452586675161909
[64 70 80 101 103 ]  #SUP: 0.00452586675161909
[64 70 80 101 103 104 ]  #SUP: 0.00452586675161909
[64 70 80 101 103 105 ]  #SUP: 0.00452586675161909
[64 70 80 101 104 ]  #SUP: 0.00452586675161909
[64 70 80 101 104 105 ]  #SUP: 0.00452586675161909
[64 70 80 101 105 ]  #SUP: 0.00452586675161909
[64 70 80 102 ]  #SUP: 0.004594859761466181
[64 70 80 102 103 ]  #SUP: 0.004594859761466181
[64 70 80 102 103 104 ]  #SUP: 0.004594859761466181
[64 70 80 102 103 105 ]  #SUP: 0.004594859761466181
[64 70 80 102 104 ]  #SUP: 0.004594859761466181
[64 70 80 102 104 105 ]  #SUP: 0.004594859761466181
[64 70 80 102 105 ]  #SUP: 0.004594859761466181
[64 70 80 103 ]  #SUP: 0.004594859761466181
[64 70 80 103 104 ]  #SUP: 0.004594859761466181
[64 70 80 103 104 105 ]  #SUP: 0.004594859761466181
[64 70 80 103 105 ]  #SUP: 0.004594859761466181
[64 70 80 104 ]  #SUP: 0.004594859761466181
[64 70 80 104 105 ]  #SUP: 0.004594859761466181
[64 70 80 105 ]  #SUP: 0.004594859761466181
[64 70 100 ]  #SUP: 0.005404197034711726
[64 70 100 101 ]  #SUP: 0.00452586675161909
[64 70 100 101 102 ]  #SUP: 0.00452586675161909
[64 70 100 101 102 103 ]  #SUP: 0.00452586675161909
[64 70 100 101 102 104 ]  #SUP: 0.00452586675161909
